Lang code,Devanagari,Definition and notes,IAST (Official Word),IAST s diacritics,Ma Renu Method,Ma Renu s diacritics,Harvard- Kyoto,Alt Spelling 1,Alt Spelling 2,Alt Spelling 3,Alt Spelling 4,Alt Spelling 5,Alt Spelling 6,Unique to ITRANS  ,,,
S,पुण्य,"virtue, merit, good actions",puṇya,punya,,,puNya,,,,,,,,,,
S,पूरक,inhalation; “filling”,pūraka,puraka,,,pUraka,,,,,,,puuraka,,,
S,पुराण,"""that which lives from ancient times”, potentially mythological. Originally one: 100 crores of verses reduced to four lakhs by Vyāsa;1 eighteen in number; Brāhma, Pādma, Vaiṣnava, Śaiva, Linga, Gāruda, Skānda, Nāradīya, Bhāgavata, Āgneya, Bhaviṣya, Brahmavaivartha, Mārkandeya, Vāmana, Vārāha, Mātsya, Kūrma and Brahmānḍa; total content of these 400,000 verses;",Purāṇa,Pūranas,PUranas,Purana,purANas,Puranas,,,,,,puuranas,puraaNas,,
S,पुरस्तात्,"from the east, in the beginning, initially, at first",purastāt,purastat,,,purastAt,purastak,,,,,,purastaat,,,
S,पुरी,"town, city",purī,purī,,,purI,pura,,,,,,purii,,,
S,पूर्ण,"fullness:  full, filled; complete; whole, entire; fulfilled; accomplished; strong; powerful",pūrṇa,purna,,,pUrNa,,,,,,,puurNa,,,
S,पूर्णमा,full moon,pūrṇamā,purnama,,,pUrNamA,,,,,,,puurNamaa,,,
S,पूर्णमदः,"whole, full, or complete",pūrṇamadaḥ,purnamadah,,,pUrNamadaH,,,,,,,puurNamadaH,,,
S,पूर्णमादाय,,pūrṇamādāya,purnamadaya,,,pUrNamAdAya,,,,,,,puurNamaadaaya,,,
S,पूर्णमेवा,,pūrṇamevā,purnameva,,,pUrNamevA,,,,,,,puurNamevaa,pUrNamewA,puurNamewaa,
S,पूर्णमिदं,,pūrṇamidaṃ,purnamidam,,,pUrNamidaM,pūrṇamidaṁ,,,,,,puurNamidaM,pUrNamida.m,puurNamida.m,pUrNamida.n
S,पूर्णमिदं,,pūrṇamidaṃ,,,,,,,,,,,puurNamida.n,,,
S,पूर्णमुदच्यते,,pūrṇamudacyate,purnamudacyate,pūrṇamudachyate,purnamudachyate,pUrNamudachyate,,,,,,,puurNamudachyate,,,
S,पूर्णस्य,,pūrṇasya,purnasya,,,pUrNasya,,,,,,,puurNasya,,,
S,पूर्णात्,,pūrṇāt,purnat,,,pUrNAt,,,,,,,puurNaat,,,
S,पूर्णिमा,the day of full moon,pūrṇimā,purnima,,,pUrNimA,,,,,,,puurNimaa,,,
S,पुरुजित्,"in the Mahābhārata, brother of Kuntī;  one who conquers widely; represents sense control and abstraction (pratyāhāra), withdrawal of the senses from outer objects ",Purujit,,,,,,,,,,,,,,
S,पुरुष,"supreme conscious principle of the Universe; Pura is matter and sha is sleep: ""it sleeps in matter"" ",puruṣa,purusa,puruṣha,purusha,puruSa,purush,,,,,,puruSha,,,
,पुरुष,"supreme conscious principle of the Universe; Pura is matter and sha is sleep: ""it sleeps in matter"" ",puruṣa,,,,,purus,purushas,parusha,,,,,,,
S,पुरुषाः,"supreme conscious principle of the Universe; Pura is matter and sha is sleep: ""it sleeps in matter"" ",puruṣāḥ,purusah,puruṣhāḥ,purushah,puruSAH,,purusah,,,,,puruShAH,puruShaaH,,
S,पुरुषार्थ,"any of the four objects of human existance; effort by the mind, words, and actions to attain peace or God ",puruṣārtha,purusartha,puruṣhārtha,purushartha,puruSArtha,purusharta,,,,,,puruShArtha,puruShaartha,,
S,पुरुषाय,"to behave or act like a man, play the man",puruṣāya,purusaya,puruṣhāya,purushaya,puruSAya,,,,,,,puruShAya,puruShaaya,,
S,पुरुषोत्तम,highest being,puruṣottama,purusottama,puruṣhottama,purushottama,puruSottama,purushottam,,,,,,puruShottama,,,
S,पूर्व,"preceded by, earliest, former, ancient, first",pūrva,purva,,,pUrva,,,,,,,puurva,pUrwa,puurwa,
S,पूर्वा,eastern; to the east direction (front side of body); being in front of; first; foremost,pūrvā,purva,,,pUrvA,,,,,,,puurvaa,pUrwA,puurwaa,
S,पूर्वक,ancestor,pūrvaka,purvaka,,,pUrvaka,purvakam,,,,,,puurvaka,pUrwaka,puurwaka,
S,पूर्ववत्,reasoning from cause and effect,pūrvavat,purvavat,,,pUrvavat,,,,,,,puurvavat,pUrwawat,puurwawat,
S,पुष,one of the twelve names of the Sun (as symbol of the Self or Pure Conscious Principle); causing to thrive and flourish,puṣa,pusa,puṣha,pusha,puSa,,,,,,,puSha,,,
S,पुष्प,"flower, blossom",puṣpa,puspa,puṣhpa,pushpa,puSpa,,,,,,,puShpa,,,
S,पुस्तक,"book; in symbolism as in the hands of Brahama, Saraswati or Viṣṇu, represents the Vedas",pustaka,puspaka,puṣhpaka,pushpaka,puSpaka,,,,,,,puShpaka,,,
S,पूतना," literally: “putrefaction”; a Rakṣasī (demoness), who is killed by the infant-god Kṛṣṇa.",Pūtanā,Putana,,,pUtanA,,,,,,,puutanaa,,,
S,राध,"favor, gift, prosperity",rādha,radha,,,rAdha,,,,,,,raadha,,,
S,राधा,Kṛṣṇa’s dearest consort,rādhā,radha,,,rAdhA,,,,,,,raadhaa,,,
S,राढा,"splendor, beauty",rāḍhā,radha,,,rADhA,,,,,,,raaDhaa,,,
S,राधे,a poetic form of Rāḍhā; Rāḍhe means Oh Radha,rādhe,radhe,,,rAdhe,,,,,,,raadhe,,,
S,राग,"attraction, attachment, (third of five kleśas, afflictions): melody, musical note, harmony; attraction, vehement desire of, tint, sun, seasoning, redness, red color, prince, nasalization, moon, loveliness, king, interest or joy or delight in, inflammation, hue, dye (and more)",rāga,raga,,,rAga,ragas,,,,,,raaga,,,
S,रह,"remain or stay; as in rahas lila, play of the real existance",raha,,,,,rahas,,,,,,,,,
S,राहु,eclipse or the moment of the beginning of an occultation or obscuration (as of the moon),rāhu,rahu,,,rAhu,,,,,,,raahu,,,
S,राज,"royal; king, kingly; ruler, chief",rāja,raja,,,rAja,rājā,rAjA,,,,,raajaa,raaja,,
S,राज योग,"royal yoga; yoga of awakening of higher consciousness through meditation; sometimes used synonymously with Aṣṭāṅga Yoga; sometimes refers to a system with more limbs, in which the eight limbs are a part",rāja yoga,raja yoga,,,rAja yoga,,,,,,,raaja yoga,,,
S,रजः,,rajaḥ,rajah,,,rajaH,rajaha,,,,,,,,,
S,रजस्,"active, passion; one of 3 guṇas",rajas,,,,,,,,,,,,,,
S,राजसिक,"having the properties of rajas, active, passionate",rājasika,rajasika,,,rAjasika,asi,,,,,,raajasika,,,
S,राजस्थान,a state  in northern India,Rājasthān,Rajasthan,,,rAjasthAn,,,,,,,raajasthaan,,,
S,रजोगुण,rajas guna,rajoguṇa,rajoguna,,,rajoguNa,,,,,,,,,,
S,राज्य,"state, government, sovereignty, realm, country, empire, kingdom, royalty",rājya,rajya,,,rAjya,,,,,,,raajya,,,
S,रक्षस्,demon,rakṣas,raksas,rakṣhas,rakshas,rakSas,,,,,,,rakShas,raxas,,
S,राम,incarnation of Viṣṇu,Rāma,Rama,,,rAma,ram,rama,rom,Rām,,,raama,,,
S,रामानुज,younger brother of Rāma,Rāmānuja,Ramanuja,,,rAmAnuja,Ramanuj,,,,,,raamaanuja,,,
S,,the name of a sect (in India) [could be a typo in doc 1980-10:11-12],Ramayad,,,,,,,,,,,,,,
S,रामायण,the epic from ancient India that narrates the life of Rāma,rāmāyaṇa,ramayana,,,rAmAyaNa,ramayan,ramayam,ramayijnq,,,,raamaayaNa,,,
S,रण्ज,coloring ,rañja,ranja,,,raJja,,,,,,,ra~nja,,,
S,रञ्जन,"turmeric, saffron, red sandalwood, red arsenic, paint, nasalization, color (and others)",rañjana,ranjana,,,raJjana,ranjan,,,,,,ra~njana,,,
S,रस,"literally, ""juice""; the fluid in the body, such as gastric juices and hrmones, as classidfied by Āyurveda; also the subtle element of taste as in rasa tanmātra or the subtle quality of liquidity & taste (Rasanā); associated with the water element & Svādhiṣṭhāna Cakra",rasa,,,,,,,,,,,,,,
S,रसना, tongue; organ of taste,rasanā,rasana,,,rasanA,,,,,,,rasanaa,,,
S,रसातल,"soil, ground, earth, lower world or hell, lower regions, fourth astrological mansion",rasātala,rasatala,,,rasAtala,rasatal,,,,,,rasaatala,,,
S,रसायन,"chemical, elixir, poison, medicine supposed to prevent old age and prolong life, buttermilk, alchemist",rasāyana,rasayana,,,rasAyana,,,,,,,rasaayana,,,
S,राष्ट्र,"nation, kingdom, realm, empire, country, people, district, dominion",rāṣṭra,rastra,rāṣhṭra,rashtra,rASTra,,,,,,,rAShTra,raaShTra,,
S,रोध्र,"worshiper of rudra; winter, wild, warmth, sunshine, savageness, sentiment of wrath or fury, rudra-like",raudra,,,,,,,,,,,,,,
S,रौद्री,"one of nine types of fuel for fire, particular śruti (sound), particular śakti (energy, power, ability, strength)",raudrī,raudri,,,raudrI,,,,,,,raudrii,,,
S,रौता,a neigborhood in Udayapur District in Nepal,Rauta,,,,,rautta,,,,,,,,,
S,रावण,demon king of the island of Lanka; symbolic of the ego of wisdom,Rāvaṇa,Ravana,,,rAvaNa,ravanma,ravana,,,,,raavaNa,,,
S,रवि,one of the twelve names of the Sun (as symbol of the Self or Pure Conscious Principle); the Shining One,ravi,,,,,,,,,,,rawi,,,
S,रेचक,exhalation; emptying,recaka,,rechaka,,,,,,,,,,,,
S,ऋग्वेद,"the oldest of the four Vedas sacred to Hindus; derived from ṛc (hymn, praise) and veda",ṛgveda,rgveda,ṛigveda,rigveda,Rgveda,ṛg-veda, ,,,,,RRigveda,R^igveda,,
S,रोद्धृ,"troublemaker, besieger, one who stops or obstructs or shuts in",roddhṛ,roddhr,roddhṛi,roddhri,roddhR,rauddri,,,,,,roddhR^i,roddhRRi,,
S,रोहिणी,wife of Kṛṣṇa,Rohiṇī,Rohini,,,rohiNI,,,,,,,rohiNii,,,
S,रोमाञ्च,"horripilation, one of eight physical symptoms that appear in the body during extreme negative or positive emotions",romāñca,romāñca,romāñcha,romancha,romAJcha,,,,,,,romaa~ncha,,,
S,ऋभु,"skilful, clever, prudent; name of an ancient sage, son of Brahmā, preceptor of Nidāgha",Ṛbhu,Rbhu,Ṛibhu,Ribhu,,Rigu,,,,,,RRibhu,R^ibhu,,
S,ऋषि,enlightened sage,ṛṣi,rsi,riṣhi,rishi,RSi,,,,,,,R^iShi,RRiShi,,
S,ऋतम्,"right, proper; honest, ture; worshipped, respected; fixed or settled law; eternal laws of the universe; divine higher truth; example: ṛtam satyam or the state of being in truth",ṛtam,rtam,ṛitam,ritam,Rtam,rityam,,,,,,R^itam,RRitam,,
S,ऋतम्भरा,"truth-bearing; that knowledge which contains the essence of truth (ṛtambharā prajña); knowledlge gained as a result of awakened consciousness in samādhi; being established, it blocks all other saṃskāras & becomes the seed or cause of asaṃprajñāta samādhi",ṛtambharā,rtambhara,ṛitambharā,ritambhara,RtambharA,rtambharra,ritambara,rtmbhara,,,,,,,
S,ऋतम्भरा,"truth-bearing; that knowledge which contains the essence of truth (ṛtambharā prajña); knowledlge gained as a result of awakened consciousness in samādhi; being established, it blocks all other saṃskāras & becomes the seed or cause of asaṃprajñāta samādhi",ṛtambharā,,,,,,,,,,,R^itambharA,RRitambharA,R^itambharaa,RRitambharaa
S,रुद्र,"howling, eleventh, name of the letter e, kind of stringed instrument",rudra,,,,,rudras,,,,,,,,,
S,रुद्र,"God of auspiciousness, the wind, death, destruction, time, and animals",Rudra,,,,,rudra,,,,,,,,,
S,रुद्राक्ष,"rudrākṣa tree or it's berry used as prayer beads for Hindus, Buddhists and Sikhs",rudrākṣa,rudraksa,rudrākṣha,rudraksha,rudrAkSa,,,,,,,rudrAkSha,rudraakSha,rudrAxa,
S,रुद्राक्ष,"rudrākṣa tree or it's berry used as prayer beads for Hindus, Buddhists and Sikhs",rudrākṣa,,,,,,,,,,,rudraaxa,,,
S,रुद्रवन्ती,a medicinal plant,rudravanti,,,,,,,,,,,rudrawanti,,,
S,रूप,"form, appearance, figure",rūpa,rupa,,,rUpa,rupam,,,,,,ruupa,,,
S,रूप तन्मात्र,"subtle principle of form, color & sight (Cakṣu); associated with the fire element & Maṇipura Cakra",rūpa tanmātra,rupa tanmatra,,,rUpa tanmAtra,,,,,,,ruupa tanmaatra,,,
S,शब्द,"one of the five tanmātras; subtle element of sound, related to space/ether (ākāśa)",śabda,sabda,śhabda,shabda,zabda,,,,,,,,,,
S,शब्द तन्मात्र,subtle principle of sound & hearing (Śrota); associated with the ether/space element & Viśuddha Cakra,śabda tanmātra,sabda tanmatra,śhabda tanmātra,shabda tanmatra,zabda tanmAtra,,,,,,,shabda tanmAtra,shabda tanmaatra,,
S,शब्दब्रह्मन्,veda considered revealed sound or revealed word association with the Supreme,śabdabrahman,sabdabrahman,śhabdabrahman,shabdabrahman,zabdabrahman,shabdabrahm,,,,,,,,,
S,सबीज,with seed or with support,sabīja,sabija,,,sabIja,sabeeja,,,,,,sabiija,,,
S,सदन,home,sadan,,,,,,,,,,,,,,
S,सादाशिव,"a name for Śiva, always happy and content",sādāśiva,sadasiva,sadāśhiva,sadashiva,sAdAziva,sadashiv,,,,,,sAdAshiva,saadaashiva,,
S,सादाशिव,"a name for Śiva, always happy and content",sādāśiva,,,,,,,,,,,sAdAshiwa,saadaashiwa,,
S,सद्गुरु,good teacher,sadguru,,,,,,,,,,,,,,
S,साधक,spiritual aspirant,sādhaka,sadhaka,,,sAdhaka,,,,,,,saadhaka,,,
S,साधन,"the means of acheiving a goal.  In the spirtual discipline, sādhana includes the seven-fold moral and spiritual disciplines (sādhana-saptaka) which are: discrimination (viveka), mental detachment (vimoka), practice (abhyāsa), action (kriyā), virtues (kalyāṇa), cheerfulness (anavasāda) and non-exultation (anuddharṣa).",sādhana,sadhana,,,sAdhana,saddhana,sadhaaa,ssdhana,,,,saadhana,,,
S,साधर्म्य,sameness or identity of nature,sādharmya,sadharmya,,,sAdharmya,sadharmyat,,,,,,saadharmya,,,
S,साधयति,to achieve,sādhayati,sadhayati,,,sAdhayati,,,,,,,saadhayati,,,
S,साधु,saint,sādhu,sadhu,,,sAdhu,sadus,sadhus,,,,,saadhu,,,
S,सागर,"ocean, sea",sāgara,sagara,,,sAgara,,,,,,,saagara,,,
S,सगुण,worldly,saguṇa,saguna,,,saguNa,sagun,,,,,,,,,
S,सः,that practice,saḥ,sah,,,saH,,,,,,,,,,
S,सहभुवः,accompany,sahabhuvaḥ,sahabhuvah,,,sahabhuvaH,,,,,,,sahabhuwaH,,,
S,सहज,refers to the “natural state” (of absorption),sahaja,,,,,Sahaja,,,,,,,,,
S,सहस्,"powerful, victory",sahas,,,,,,,,,,,,,,
S,सहस्र,a thousand,sahasra,,,,,,,,,,,,,,
S,सहस्रार,"known as the Thousand-petalled Lotus, Brahmrandhra (door to Brahma) and Source of Light (because a supernatural light as bright as the sun radiates from it, is located on the crown of the head beneath the Fontanelle; crown cakra",sahasrāra,sahasrara,,,sahasrAra,sahsrara,saishvara,shasarasrara,sahaswara,,,sahasraara,,,
S,सहित,combined with something; accompanied; together with,sahita,,,,,,,,,,,,,,
S,शैब्य,"father-in-law of Yudhiṣṭhira; called “the best of men; represents niyamas (observances, the second limb of the aṣṭāṅga yoga system)",Śaibya,Saibya,Śhaibya,Shaibya,zaibya,,,,,,,shaibya,,,
S,शैव,"relating to Śiva, worshiper or follower of Śiva; prosperity",śaiva,saiva,śhaiva,shaiva,zaiva,shaiv,,,,,,shaiwa,,,
S,शैवचर,worshiping lord Śiva and aṣṭāṅga yoga,Śaivacara,saivacara,śhaivachara,shaivachara,zaivachara,,,,,,,shaiwachara,,,
S,सजन,kinsman,sajana,,,,,sajan,,,,,,,,,
S,शक्,"to have power, to be able to ",śak,sak,śhak,shak,zak,,,,,,,,,,
S,सकल,"together with the parts; all, whole, entire",sakala,,,,,,,,,,,,,,
S,शकट,"a cart, a wedge shaped army formation, an ausra (who was in a cart?)",śakaṭa,sakata,śhakaṭa,shakata,zakaTa,,,,,,,shakaTa,,,
S,सक्रिय,"one who performs his religious acts, mutable, having actions",sakriya,,,,,sakriyam,,,,,,,,,
S,साक्षी,eternal witness; witnessing principle; pure consciousness or awareness principle; Seer; sākṣī bhāva: witnessing Seer and sākṣī draṣṭā - witnessing Seer,sākṣī,saksi,sākṣhī,sakshi,sAkSI,,,,,,,sAkShI,saakShii,saakSii,
S,साक्षी,eternal witness; witnessing principle; pure consciousness or awareness principle; Seer; sākṣī bhāva: witnessing Seer and sākṣī draṣṭā - witnessing Seer,sākṣī,,,,,,,,,,,sAxI,saaxii,,
S,साक्षी भाव,awareness; attitude of remaining the witness,sākṣī bhāva,saksi bhava,sākṣhī bhāva,sakshi bhava,sAkSI bhAva,,,,,,,sAkShI bhAva,saakShii bhaava,sAkShI bhAwa,
S,साक्षी भाव,awareness; attitude of remaining the witness,sākṣī bhāva,,,,,,,,,,,saakShii bhaawa,sAxI bhAwa,saaxii bhaawa,sAxI bhAva
S,साक्षी भाव,awareness; attitude of remaining the witness,sākṣī bhāva,,,,,,,,,,,saakSii bhaava,saaxii bhaava,,
S,साक्षी द्रष्टा,witnessing Seer,sākṣī draṣṭā,saksi drasta,sākṣhī draṣhṭā,sakshi drashta,sAkSI draSTA,,,,,,,sAkShI draShTA,saakShii draShTaa,sAkSii draSTA,
S,साक्षी द्रष्टा,witnessing Seer,sākṣī draṣṭā,,,,,,,,,,,sAxI draShTA,saaxii draShTaa,,
S,सक्षित्,dwelling or lying side by side,sakṣit ,saksit ,sakṣhit ,sakshit ,sakSit ,saksitvam,,,,,,sakShit ,saxit ,,
